grid_id,lat,lon,avg_severity,total_loss,total_casualties,event_count,risk_score,cluster,risk_label
-29.0_-119.0,-29.0,-119.0,6.1433333333333335,65802318.21,1045,9,9.559726795294964,1,Extreme Danger Zone
-29.0_-125.0,-29.0,-125.0,5.4399999999999995,49363839.839999996,1062,10,9.276863264983833,0,High Risk
-29.0_-141.0,-29.0,-141.0,5.8,38332394.57,605,6,9.095196790916988,0,High Risk
-29.0_-143.0,-29.0,-143.0,6.105,35159665.29,596,4,9.122641967127105,0,High Risk
-29.0_-145.0,-29.0,-145.0,5.795714285714285,39997668.62,784,7,9.197663080481309,0,High Risk
-29.0_-157.0,-29.0,-157.0,5.12125,57068333.18,752,8,9.101245011979836,0,High Risk
-29.0_-169.0,-29.0,-169.0,5.652857142857143,29865820.96,996,7,9.138894119900018,0,High Risk
-29.0_-3.0,-29.0,-3.0,5.8,55981175.95,841,7,9.32083597833176,0,High Risk
-29.0_-39.0,-29.0,-39.0,6.755,43822865.34,606,4,9.38870231906421,2,Very High Risk
-29.0_-47.0,-29.0,-47.0,6.855,20568477.0,521,4,9.14652514790088,2,Very High Risk
-29.0_-69.0,-29.0,-69.0,6.5825,22093967.84,633,4,9.144553045397291,2,Very High Risk
-29.0_-73.0,-29.0,-73.0,5.8185714285714285,34790195.14,891,7,9.20100927799517,0,High Risk
-29.0_-87.0,-29.0,-87.0,5.992,23193615.88,905,5,9.107304038024903,0,High Risk
-29.0_-89.0,-29.0,-89.0,6.296,29274090.48,581,5,9.135581111135771,2,Very High Risk
-29.0_119.0,-29.0,119.0,5.637142857142857,44172198.160000004,795,7,9.184048618327424,0,High Risk
-29.0_123.0,-29.0,123.0,5.755714285714285,33906432.230000004,749,7,9.122414999384256,0,High Risk
-29.0_133.0,-29.0,133.0,5.793333333333333,39667655.61,911,6,9.226097027523101,0,High Risk
-29.0_139.0,-29.0,139.0,5.5525,51975957.06,978,8,9.281319497882164,0,High Risk
-29.0_147.0,-29.0,147.0,5.27375,46813069.64,827,8,9.116053306771388,0,High Risk
-29.0_159.0,-29.0,159.0,7.8149999999999995,9399406.37,525,2,9.150798752540549,2,Very High Risk
-29.0_161.0,-29.0,161.0,6.892,22906841.14,675,5,9.285717731926807,2,Very High Risk
-29.0_167.0,-29.0,167.0,5.66125,42377221.11,974,8,9.251465167472189,0,High Risk
-29.0_21.0,-29.0,21.0,5.536666666666666,40410676.519999996,1063,9,9.236577091188211,0,High Risk
-29.0_3.0,-29.0,3.0,6.760000000000001,42603468.59,351,6,9.251914243694277,2,Very High Risk
-29.0_69.0,-29.0,69.0,5.233,61502978.31,786,10,9.19053685450558,0,High Risk
-29.0_9.0,-29.0,9.0,4.897,57974009.39,911,10,9.116233135710502,0,High Risk
-3.0_-111.0,-3.0,-111.0,5.638888888888889,55705184.42,920,9,9.320238325665484,0,High Risk
-3.0_-119.0,-3.0,-119.0,7.029999999999999,31994412.41,893,4,9.492977083171105,1,Extreme Danger Zone
-3.0_-133.0,-3.0,-133.0,5.263,45675336.93,1274,10,9.255020682190958,0,High Risk
-3.0_-155.0,-3.0,-155.0,5.2225,42268275.22,993,8,9.124857837177311,0,High Risk
-3.0_-25.0,-3.0,-25.0,5.967142857142858,53634235.74,713,7,9.308661350196543,2,Very High Risk
-3.0_-37.0,-3.0,-37.0,6.3375,48228772.99,887,8,9.465103892126743,1,Extreme Danger Zone
-3.0_-51.0,-3.0,-51.0,7.6175,25631001.65,461,4,9.404657223891958,1,Extreme Danger Zone
-3.0_-53.0,-3.0,-53.0,5.826666666666667,36943592.59,759,6,9.160057387833286,0,High Risk
-3.0_-63.0,-3.0,-63.0,5.578571428571428,38531026.620000005,819,7,9.134399200884783,0,High Risk
-3.0_-79.0,-3.0,-79.0,4.992,51619644.55,892,10,9.103589367254758,0,High Risk
-3.0_-83.0,-3.0,-83.0,6.8075,22698660.3,500,4,9.149520573712172,2,Very High Risk
-3.0_-99.0,-3.0,-99.0,6.316000000000001,40838643.68,711,5,9.3019411297318,2,Very High Risk
-3.0_123.0,-3.0,123.0,5.8825,30234976.78,991,8,9.221742394952877,0,High Risk
-3.0_125.0,-3.0,125.0,5.96,34415698.49,556,8,9.110699049338898,0,High Risk
-3.0_147.0,-3.0,147.0,6.6,34169191.44,596,5,9.280801578005228,2,Very High Risk
-3.0_15.0,-3.0,15.0,6.1414285714285715,61032195.75,906,7,9.471489090170806,1,Extreme Danger Zone
-3.0_153.0,-3.0,153.0,5.533333333333334,37042360.05,933,6,9.134705759062568,0,High Risk
-3.0_19.0,-3.0,19.0,5.112727272727273,56870893.19,873,11,9.17112123226273,0,High Risk
-3.0_23.0,-3.0,23.0,6.6,38333264.39,676,5,9.353025916363405,2,Very High Risk
-3.0_29.0,-3.0,29.0,6.585,29020589.34,448,4,9.123605501886827,2,Very High Risk
-3.0_5.0,-3.0,5.0,6.324,32853828.400000002,831,5,9.285799339688927,2,Very High Risk
-3.0_73.0,-3.0,73.0,6.054,33960259.980000004,737,5,9.178769575593346,0,High Risk
-3.0_77.0,-3.0,77.0,6.438888888888889,64370753.14,1445,9,9.738943084681559,1,Extreme Danger Zone
-3.0_83.0,-3.0,83.0,6.647500000000001,24480954.58,560,4,9.158131877893398,2,Very High Risk
-3.0_93.0,-3.0,93.0,6.227142857142858,34104136.36,1036,7,9.362791953309431,2,Very High Risk
-31.0_-125.0,-31.0,-125.0,6.89,26978885.56,547,4,9.252995918969038,2,Very High Risk
-31.0_-13.0,-31.0,-13.0,6.846666666666667,23117754.47,622,3,9.209826846340716,2,Very High Risk
-31.0_-155.0,-31.0,-155.0,5.176,67023141.160000004,1013,10,9.275251539452077,0,High Risk
-31.0_-27.0,-31.0,-27.0,8.190000000000001,16674618.42,212,2,9.164068376414798,2,Very High Risk
-31.0_-3.0,-31.0,-3.0,5.5425,49387424.0,918,8,9.244020212969652,0,High Risk
-31.0_-31.0,-31.0,-31.0,6.0842857142857145,44673575.85,706,7,9.286006897086192,2,Very High Risk
-31.0_-63.0,-31.0,-63.0,6.741666666666667,36339295.260000005,1146,6,9.553085626636518,1,Extreme Danger Zone
-31.0_-65.0,-31.0,-65.0,6.173,70831967.63,1206,10,9.643203790931608,1,Extreme Danger Zone
-31.0_119.0,-31.0,119.0,5.70875,47235749.440000005,782,8,9.23248574306011,0,High Risk
-31.0_137.0,-31.0,137.0,5.801666666666667,30828422.669999998,938,6,9.161719959311432,0,High Risk
-31.0_149.0,-31.0,149.0,5.954285714285715,29218513.7,729,7,9.129237168108233,0,High Risk
-31.0_159.0,-31.0,159.0,5.895,33444013.080000002,736,6,9.141482395738613,0,High Risk
-31.0_45.0,-31.0,45.0,6.058333333333334,49830166.54000001,459,6,9.16869830149553,0,High Risk
-31.0_5.0,-31.0,5.0,7.385,39937827.69,625,4,9.55909925862675,1,Extreme Danger Zone
-31.0_53.0,-31.0,53.0,6.185,34589290.67,657,6,9.204568905149097,2,Very High Risk
-31.0_59.0,-31.0,59.0,6.3549999999999995,48203561.230000004,955,6,9.467201433263961,1,Extreme Danger Zone
-31.0_65.0,-31.0,65.0,6.294,43462048.55,568,5,9.246759684501972,2,Very High Risk
-31.0_75.0,-31.0,75.0,5.83,31127939.18,860,7,9.160457417066961,0,High Risk
-31.0_77.0,-31.0,77.0,5.29,59845922.45,999,10,9.271301273434435,0,High Risk
-31.0_91.0,-31.0,91.0,6.1883333333333335,35166694.879999995,650,6,9.207326923444954,2,Very High Risk
-33.0_-103.0,-33.0,-103.0,6.444285714285714,43298852.19,784,7,9.416025996009193,2,Very High Risk
-33.0_-105.0,-33.0,-105.0,5.524,57438496.45,1000,10,9.32948355820295,0,High Risk
-33.0_-111.0,-33.0,-111.0,5.6450000000000005,43467078.88,1220,8,9.321704427522409,0,High Risk
-33.0_-121.0,-33.0,-121.0,6.093999999999999,43001881.03,714,5,9.25208704198288,2,Very High Risk
-33.0_-13.0,-33.0,-13.0,5.982857142857143,44533083.379999995,739,7,9.268319234918676,0,High Risk
-33.0_-137.0,-33.0,-137.0,6.32625,59036658.4,876,8,9.518650301848483,1,Extreme Danger Zone
-33.0_-143.0,-33.0,-143.0,5.78625,55240122.89,794,8,9.307260130908439,0,High Risk
-33.0_-15.0,-33.0,-15.0,5.044444444444444,47411351.49,970,9,9.109401461719308,0,High Risk
-33.0_-151.0,-33.0,-151.0,6.64,25884530.490000002,434,4,9.096294433114828,2,Very High Risk
-33.0_-165.0,-33.0,-165.0,6.08,52154192.23,1360,8,9.539429501511112,1,Extreme Danger Zone
-33.0_-79.0,-33.0,-79.0,5.982857142857143,47170266.6,898,7,9.343968505869109,2,Very High Risk
-33.0_-83.0,-33.0,-83.0,6.38,20252364.3,881,5,9.174968208615022,2,Very High Risk
-33.0_103.0,-33.0,103.0,6.575,28767594.25,627,4,9.218633885194572,2,Very High Risk
-33.0_111.0,-33.0,111.0,5.818888888888889,67041576.980000004,834,9,9.400401758946003,0,High Risk
-33.0_137.0,-33.0,137.0,6.029999999999999,40923549.23,605,5,9.168404819408053,0,High Risk
-33.0_157.0,-33.0,157.0,6.286666666666666,39595710.41,863,6,9.357332257336592,2,Very High Risk
-33.0_165.0,-33.0,165.0,5.845,31932527.07,896,6,9.171548494605293,0,High Risk
-33.0_49.0,-33.0,49.0,5.978,29347088.07,762,5,9.122164532134725,0,High Risk
-33.0_65.0,-33.0,65.0,5.566666666666666,54184453.15,632,9,9.177771016382856,0,High Risk
-33.0_75.0,-33.0,75.0,6.536666666666666,27577281.270000003,516,3,9.113793164141542,2,Very High Risk
-33.0_83.0,-33.0,83.0,6.1160000000000005,28494900.18,734,5,9.143507813667172,0,High Risk
-33.0_91.0,-33.0,91.0,6.0840000000000005,38154301.410000004,616,5,9.168981379739256,0,High Risk
-33.0_93.0,-33.0,93.0,7.16,22841347.19,519,3,9.246002970162593,2,Very High Risk
-33.0_99.0,-33.0,99.0,6.05125,38397873.12,1193,8,9.399670542289522,2,Very High Risk
-35.0_-113.0,-35.0,-113.0,6.6025,35405667.51,494,4,9.21777586781985,2,Very High Risk
-35.0_-125.0,-35.0,-125.0,5.294,62205473.84,1228,10,9.345962432281118,0,High Risk
-35.0_-131.0,-35.0,-131.0,5.61125,43061866.56,970,8,9.24003992424204,0,High Risk
-35.0_-133.0,-35.0,-133.0,7.196666666666666,47222054.21,1220,6,9.786930140983785,1,Extreme Danger Zone
-35.0_-137.0,-35.0,-137.0,5.619090909090909,80754625.11,1265,11,9.539380960831508,1,Extreme Danger Zone
-35.0_-143.0,-35.0,-143.0,6.5,44149201.02,1013,7,9.515367232580935,1,Extreme Danger Zone
-35.0_-163.0,-35.0,-163.0,7.027142857142857,28444618.740000002,856,7,9.491159263237074,1,Extreme Danger Zone
-35.0_-169.0,-35.0,-169.0,5.875,31238112.2,1032,6,9.216302600896856,0,High Risk
-35.0_-21.0,-35.0,-21.0,6.626,39194803.45,573,5,9.317981192749395,2,Very High Risk
-35.0_-49.0,-35.0,-49.0,5.45125,44385855.97,916,8,9.183959131394706,0,High Risk
-35.0_-9.0,-35.0,-9.0,6.986666666666667,27547731.35,504,3,9.241426198843802,2,Very High Risk
-35.0_107.0,-35.0,107.0,6.6933333333333325,22931785.24,657,6,9.233762859751563,2,Very High Risk
-35.0_119.0,-35.0,119.0,5.967777777777778,57522491.93,1082,9,9.477144899933254,1,Extreme Danger Zone
-35.0_121.0,-35.0,121.0,5.55125,52343525.97,928,8,9.267331730940672,0,High Risk
-35.0_131.0,-35.0,131.0,6.17,25504453.21,909,5,9.190518427709092,2,Very High Risk
-35.0_15.0,-35.0,15.0,6.16,29039587.75,1118,8,9.329030846122963,2,Very High Risk
-35.0_151.0,-35.0,151.0,6.496666666666667,27394401.03,539,3,9.112854951482676,2,Very High Risk
-35.0_161.0,-35.0,161.0,6.42,27507408.61,525,4,9.105523945077094,2,Very High Risk
-35.0_17.0,-35.0,17.0,6.474285714285714,48888939.43,1012,7,9.537949848265244,1,Extreme Danger Zone
-35.0_41.0,-35.0,41.0,7.355,35526017.44,463,4,9.425141926850776,1,Extreme Danger Zone
-35.0_43.0,-35.0,43.0,6.196666666666666,28363705.78,675,6,9.156635224398574,2,Very High Risk
-35.0_53.0,-35.0,53.0,6.4399999999999995,55140909.02,1258,7,9.628986804550955,1,Extreme Danger Zone
-35.0_79.0,-35.0,79.0,5.33,36623517.52,1013,8,9.120080265334215,0,High Risk
-35.0_85.0,-35.0,85.0,5.120909090909091,50439240.35,1273,11,9.250622451582817,0,High Risk
-35.0_91.0,-35.0,91.0,6.172857142857143,50483094.89,694,7,9.344119581701928,2,Very High Risk
-37.0_-105.0,-37.0,-105.0,6.473333333333334,34561910.92,483,3,9.142733754765738,2,Very High Risk
-37.0_-125.0,-37.0,-125.0,5.3100000000000005,45573309.28,882,8,9.138169858590409,0,High Risk
-37.0_-131.0,-37.0,-131.0,5.968571428571429,36913763.28,622,7,9.1561080549284,0,High Risk
-37.0_-149.0,-37.0,-149.0,5.361818181818182,36172282.57,1490,11,9.270337934843942,0,High Risk
-37.0_-159.0,-37.0,-159.0,6.3374999999999995,28994679.66,544,4,9.10721641332508,2,Very High Risk
-37.0_-167.0,-37.0,-167.0,6.44,28533154.0,461,5,9.101818604974627,2,Very High Risk
-37.0_-169.0,-37.0,-169.0,5.78125,47154757.21,821,8,9.268303219767153,0,High Risk
-37.0_-37.0,-37.0,-37.0,6.1160000000000005,38293376.6,517,5,9.127204778775932,0,High Risk
-37.0_-49.0,-37.0,-49.0,6.2475000000000005,28417386.05,648,4,9.126577127016118,2,Very High Risk
-37.0_-61.0,-37.0,-61.0,6.217499999999999,29850717.17,614,4,9.11619630862835,2,Very High Risk
-37.0_-65.0,-37.0,-65.0,5.7749999999999995,60689765.84,894,8,9.367655270011753,0,High Risk
-37.0_-7.0,-37.0,-7.0,5.213636363636364,57359351.660000004,1491,11,9.364397348886952,0,High Risk
-37.0_-81.0,-37.0,-81.0,5.81,42029382.11,740,6,9.186155061344442,0,High Risk
-37.0_101.0,-37.0,101.0,6.451428571428571,55495661.12,895,7,9.532299474187635,1,Extreme Danger Zone
-37.0_113.0,-37.0,113.0,6.055555555555555,54057925.28,1067,9,9.480658103365029,1,Extreme Danger Zone
-37.0_117.0,-37.0,117.0,7.286666666666666,21435204.92,315,3,9.115515679593878,2,Very High Risk
-37.0_125.0,-37.0,125.0,6.78,59173790.45,1033,7,9.693097957639026,1,Extreme Danger Zone
-37.0_141.0,-37.0,141.0,5.894,55900343.580000006,1238,10,9.496331822467026,1,Extreme Danger Zone
-37.0_149.0,-37.0,149.0,5.956666666666667,35628969.8,658,6,9.145408970674604,0,High Risk
-37.0_15.0,-37.0,15.0,6.915,46790921.43,668,4,9.485538942352855,1,Extreme Danger Zone
-37.0_23.0,-37.0,23.0,6.036666666666666,38723272.35,508,6,9.116910826609898,0,High Risk
-37.0_27.0,-37.0,27.0,5.922727272727273,48303428.269999996,1617,11,9.549896610726915,1,Extreme Danger Zone
-37.0_37.0,-37.0,37.0,6.05,40340283.129999995,516,6,9.1378622174121,0,High Risk
-37.0_43.0,-37.0,43.0,5.753333333333334,34446219.11,841,6,9.147797967685976,0,High Risk
-37.0_57.0,-37.0,57.0,6.175,46828193.92,1348,8,9.53295692510793,1,Extreme Danger Zone
-37.0_61.0,-37.0,61.0,6.184444444444445,60466311.510000005,1028,9,9.541773748354098,1,Extreme Danger Zone
-37.0_63.0,-37.0,63.0,6.242,23062971.05,749,5,9.123919593236382,2,Very High Risk
-37.0_69.0,-37.0,69.0,5.698571428571428,40299393.6,632,7,9.106210810724134,0,High Risk
-37.0_7.0,-37.0,7.0,5.009166666666666,50347465.46,1191,12,9.204598947221587,0,High Risk
-37.0_79.0,-37.0,79.0,5.898333333333333,37684810.949999996,975,6,9.262560102388909,0,High Risk
-37.0_89.0,-37.0,89.0,6.3566666666666665,38738974.1,707,6,9.312031270933725,2,Very High Risk
-39.0_-103.0,-39.0,-103.0,6.024285714285715,39191196.72,986,7,9.328819699759793,2,Very High Risk
-39.0_-109.0,-39.0,-109.0,5.774285714285715,55771962.85,914,7,9.33694164637299,0,High Risk
-39.0_-11.0,-39.0,-11.0,6.0520000000000005,37535613.14,529,5,9.10887927408197,0,High Risk
-39.0_-121.0,-39.0,-121.0,6.0311111111111115,47185302.95,1116,9,9.445990295878282,2,Very High Risk
-39.0_-123.0,-39.0,-123.0,5.494285714285715,48675198.89,830,7,9.183222871662236,0,High Risk
-39.0_-139.0,-39.0,-139.0,6.518000000000001,37621746.93,748,5,9.353125495041036,2,Very High Risk
-39.0_-143.0,-39.0,-143.0,5.93,36487119.03,714,5,9.153601673847097,0,High Risk
-39.0_-157.0,-39.0,-157.0,5.1445454545454545,42301974.82,1075,11,9.15425932934445,0,High Risk
-39.0_-165.0,-39.0,-165.0,8.86,12632384.7,246,1,9.285663529449494,2,Very High Risk
-39.0_-63.0,-39.0,-63.0,6.438,26518564.65,510,5,9.109493514850962,2,Very High Risk
-39.0_-85.0,-39.0,-85.0,8.075,13572499.530000001,354,2,9.221063450852823,2,Very High Risk
-39.0_-95.0,-39.0,-95.0,6.3,36497789.0,1114,7,9.426755739968572,2,Very High Risk
-39.0_-97.0,-39.0,-97.0,6.030909090909091,44142408.24,1409,11,9.51404634898976,1,Extreme Danger Zone
-39.0_1.0,-39.0,1.0,5.329,40388043.99,1049,10,9.179666475140447,0,High Risk
-39.0_101.0,-39.0,101.0,6.3999999999999995,44735928.82,745,6,9.383894955711293,2,Very High Risk
-39.0_105.0,-39.0,105.0,6.325,39638310.93,819,6,9.353474321434268,2,Very High Risk
-39.0_143.0,-39.0,143.0,5.207777777777778,43945576.78,890,9,9.109833938181831,0,High Risk
-39.0_157.0,-39.0,157.0,6.9825,53187039.25,1187,8,9.775278003804063,1,Extreme Danger Zone
-39.0_27.0,-39.0,27.0,7.015000000000001,31358337.259999998,775,4,9.43998677616368,1,Extreme Danger Zone
-39.0_29.0,-39.0,29.0,5.048,51948560.87,885,10,9.119933990109944,0,High Risk
-39.0_47.0,-39.0,47.0,5.908571428571428,37207591.629999995,934,7,9.262286561938273,0,High Risk
-39.0_55.0,-39.0,55.0,7.812,50508047.45999999,703,5,9.811102430867882,1,Extreme Danger Zone
-39.0_81.0,-39.0,81.0,6.683333333333334,28617277.46,536,3,9.180285235063,2,Very High Risk
-39.0_9.0,-39.0,9.0,6.206666666666667,36247911.83,786,6,9.278827197581919,2,Very High Risk
-39.0_91.0,-39.0,91.0,5.24125,46759455.81,1099,8,9.19117521875398,0,High Risk
-41.0_-121.0,-41.0,-121.0,5.5042857142857144,54390029.699999996,888,7,9.239766469860161,0,High Risk
-41.0_-15.0,-41.0,-15.0,8.353333333333333,24720765.22,327,3,9.489479774435658,1,Extreme Danger Zone
-41.0_-49.0,-41.0,-49.0,6.506,29234178.11,716,5,9.260753429157534,2,Very High Risk
-41.0_-51.0,-41.0,-51.0,5.7057142857142855,45779146.18,849,7,9.23503111782449,0,High Risk
-41.0_-55.0,-41.0,-55.0,6.994,42223849.24,348,5,9.301446260859809,2,Very High Risk
-41.0_-59.0,-41.0,-59.0,6.364285714285715,38658364.269999996,712,7,9.329156418395971,2,Very High Risk
-41.0_-67.0,-41.0,-67.0,6.2,34703786.01,636,5,9.18491465600358,2,Very High Risk
-41.0_-77.0,-41.0,-77.0,5.906666666666666,60581929.79000001,956,9,9.437251697173888,2,Very High Risk
-41.0_-81.0,-41.0,-81.0,6.172857142857143,33591787.75,823,7,9.272990119785979,2,Very High Risk
-41.0_117.0,-41.0,117.0,5.471111111111111,57396830.83,1019,9,9.309509114066397,0,High Risk
-41.0_123.0,-41.0,123.0,5.901666666666666,48893517.97,730,6,9.254961675608634,0,High Risk
-41.0_149.0,-41.0,149.0,7.28,24498900.700000003,439,3,9.25290350796729,2,Very High Risk
-41.0_15.0,-41.0,15.0,6.4957142857142856,49298939.32,781,7,9.469238805323435,1,Extreme Danger Zone
-41.0_159.0,-41.0,159.0,6.2,40747735.95,670,6,9.264095014338944,2,Very High Risk
-41.0_167.0,-41.0,167.0,5.50375,36105142.51,825,8,9.106409657586491,0,High Risk
-41.0_27.0,-41.0,27.0,6.6925,38515303.019999996,811,4,9.418513761477717,2,Very High Risk
-41.0_53.0,-41.0,53.0,5.194,58776754.62,953,10,9.222965735352485,0,High Risk
-41.0_55.0,-41.0,55.0,6.966666666666666,37257215.82,440,3,9.285349765993706,2,Very High Risk
-41.0_63.0,-41.0,63.0,5.737,40913514.25,928,10,9.269213452715382,0,High Risk
-41.0_79.0,-41.0,79.0,6.068888888888889,53451595.22,912,9,9.434232057780768,2,Very High Risk
-41.0_89.0,-41.0,89.0,5.938888888888889,59521917.32,1495,9,9.575646776868933,1,Extreme Danger Zone
-41.0_93.0,-41.0,93.0,4.960909090909091,47637021.839999996,1041,11,9.125168801236162,0,High Risk
-43.0_-103.0,-43.0,-103.0,5.04875,49502204.349999994,1016,8,9.126989510269711,0,High Risk
-43.0_-107.0,-43.0,-107.0,7.547499999999999,26173679.04,589,4,9.463310017866762,1,Extreme Danger Zone
-43.0_-121.0,-43.0,-121.0,7.6,42228589.69,797,5,9.731390942389561,1,Extreme Danger Zone
-43.0_-125.0,-43.0,-125.0,7.5024999999999995,23402027.06,463,4,9.344159130652226,2,Very High Risk
-43.0_-147.0,-43.0,-147.0,7.02,39643230.14,782,4,9.514512832904584,1,Extreme Danger Zone
-43.0_-157.0,-43.0,-157.0,5.561428571428571,45680336.68,674,7,9.121940087531991,0,High Risk
-43.0_-159.0,-43.0,-159.0,5.757777777777778,47018336.88,1482,9,9.447953020645608,0,High Risk
-43.0_-169.0,-43.0,-169.0,6.482000000000001,23496181.17,643,5,9.155790116273652,2,Very High Risk
-43.0_-23.0,-43.0,-23.0,7.45,12709510.43,465,3,9.124243487134374,2,Very High Risk
-43.0_-29.0,-43.0,-29.0,5.8625,66848901.150000006,777,8,9.380874046623987,2,Very High Risk
-43.0_-3.0,-43.0,-3.0,5.703,73105083.23,1382,10,9.552515168982682,1,Extreme Danger Zone
-43.0_-35.0,-43.0,-35.0,7.1825,28341039.82,601,4,9.383717480156404,2,Very High Risk
-43.0_-47.0,-43.0,-47.0,7.982000000000001,53387265.769999996,854,5,9.937031235252844,1,Extreme Danger Zone
-43.0_-55.0,-43.0,-55.0,5.7,64969067.83,1027,10,9.427227216218407,0,High Risk
-43.0_-57.0,-43.0,-57.0,6.95,25428689.4,395,3,9.133470290840869,2,Very High Risk
-43.0_-7.0,-43.0,-7.0,6.64,60322619.39,676,8,9.541589156267065,1,Extreme Danger Zone
-43.0_-79.0,-43.0,-79.0,5.756666666666667,71911338.91,1698,12,9.642116830665024,1,Extreme Danger Zone
-43.0_-83.0,-43.0,-83.0,5.33125,47490412.3,1230,8,9.256583622600635,0,High Risk
-43.0_-93.0,-43.0,-93.0,5.936,40062396.61,768,5,9.205287858840078,0,High Risk
-43.0_-99.0,-43.0,-99.0,7.27,28872579.43,499,3,9.337532744237615,2,Very High Risk
-43.0_111.0,-43.0,111.0,6.6587499999999995,41892868.08,1164,8,9.600678221949691,1,Extreme Danger Zone
-43.0_135.0,-43.0,135.0,6.833333333333333,24732550.98,526,3,9.175878849034008,2,Very High Risk
-43.0_141.0,-43.0,141.0,6.090000000000001,46544231.07,827,7,9.347422194205384,2,Very High Risk
-43.0_161.0,-43.0,161.0,6.121666666666667,33823181.71,893,6,9.270799848759536,2,Very High Risk
-43.0_75.0,-43.0,75.0,7.406666666666666,22459601.380000003,388,3,9.22787188029103,2,Very High Risk
-45.0_-121.0,-45.0,-121.0,6.188571428571429,50903199.08,974,7,9.452877728884438,1,Extreme Danger Zone
-45.0_-125.0,-45.0,-125.0,7.476666666666667,23041280.16,347,3,9.223129579488969,2,Very High Risk
-45.0_-135.0,-45.0,-135.0,6.085,36574404.95999999,562,4,9.110885458598341,0,High Risk
-45.0_-141.0,-45.0,-141.0,5.29,48997557.87,1083,8,9.21543072308979,0,High Risk
-45.0_-147.0,-45.0,-147.0,5.324,52831066.09,991,10,9.241689449714679,0,High Risk
-45.0_-159.0,-45.0,-159.0,5.86,45616681.739999995,804,7,9.263932054535367,0,High Risk
-45.0_-35.0,-45.0,-35.0,7.458333333333333,42080483.13,1234,6,9.834267279019567,1,Extreme Danger Zone
-45.0_-37.0,-45.0,-37.0,7.815,23496143.96,232,2,9.18137684135722,2,Very High Risk
-45.0_-5.0,-45.0,-5.0,6.855,18038480.47,767,4,9.222986079188258,2,Very High Risk
-45.0_-59.0,-45.0,-59.0,6.425714285714286,54886590.53,628,7,9.415131709559434,2,Very High Risk
-45.0_-79.0,-45.0,-79.0,5.657500000000001,46648931.06,881,8,9.249078252252986,0,High Risk
-45.0_-97.0,-45.0,-97.0,5.9071428571428575,45354297.45,488,7,9.126800412334308,0,High Risk
-45.0_1.0,-45.0,1.0,5.573333333333333,49916064.68,1048,9,9.306692331744168,0,High Risk
-45.0_105.0,-45.0,105.0,5.234285714285714,45389934.41,983,7,9.134957922998666,0,High Risk
-45.0_107.0,-45.0,107.0,5.8225,38612675.07,983,8,9.274687579685564,0,High Risk
-45.0_117.0,-45.0,117.0,9.106666666666667,23801946.740000002,485,3,9.822075415214627,1,Extreme Danger Zone
-45.0_165.0,-45.0,165.0,5.552222222222222,46683095.43,994,9,9.264415806004187,0,High Risk
-45.0_49.0,-45.0,49.0,6.782500000000001,25489834.85,583,4,9.222801187057255,2,Very High Risk
-45.0_95.0,-45.0,95.0,5.52125,50596333.96,933,8,9.249757299206427,0,High Risk
-47.0_-105.0,-47.0,-105.0,5.605,43885611.24,837,8,9.199657013354054,0,High Risk
-47.0_-107.0,-47.0,-107.0,6.861666666666667,39348021.34,699,6,9.464801997429259,1,Extreme Danger Zone
-47.0_-111.0,-47.0,-111.0,6.15625,48366558.02,966,8,9.437152767433512,2,Very High Risk
-47.0_-113.0,-47.0,-113.0,5.229,52463846.1,1354,10,9.30464700637886,0,High Risk
-47.0_-125.0,-47.0,-125.0,5.848888888888889,55816737.06,1354,9,9.499667500241396,1,Extreme Danger Zone
-47.0_-141.0,-47.0,-141.0,7.489999999999999,19797480.479999997,352,3,9.185889440070364,2,Very High Risk
-47.0_-143.0,-47.0,-143.0,5.573333333333333,48598145.57,980,9,9.278559032686141,0,High Risk
-47.0_-39.0,-47.0,-39.0,5.742857142857143,45579436.61,961,7,9.281995805178845,0,High Risk
-47.0_-47.0,-47.0,-47.0,5.53375,43610939.99,809,8,9.166203317126568,0,High Risk
-47.0_-81.0,-47.0,-81.0,5.414444444444445,57462463.53,877,9,9.247878571270562,0,High Risk
-47.0_105.0,-47.0,105.0,6.145714285714285,47046936.87,814,7,9.3626117756782,2,Very High Risk
-47.0_131.0,-47.0,131.0,5.827777777777778,45987541.52,815,9,9.283080480020116,0,High Risk
-47.0_139.0,-47.0,139.0,6.411111111111111,44834021.92,1410,9,9.614751382989086,1,Extreme Danger Zone
-47.0_149.0,-47.0,149.0,5.3575,47638703.699999996,861,8,9.158495872756243,0,High Risk
-47.0_169.0,-47.0,169.0,5.2837499999999995,52506775.89,734,8,9.117744448352571,0,High Risk
-47.0_17.0,-47.0,17.0,6.414285714285714,52734179.96,1256,7,9.607407150530108,1,Extreme Danger Zone
-47.0_35.0,-47.0,35.0,6.01875,36163909.68,1196,8,9.372691240494058,2,Very High Risk
-47.0_37.0,-47.0,37.0,5.384285714285714,46942830.15,798,7,9.127570470423356,0,High Risk
-47.0_5.0,-47.0,5.0,5.805,29875418.86,773,6,9.095326563584972,0,High Risk
-47.0_57.0,-47.0,57.0,6.79,30967548.240000002,469,3,9.195984369162215,2,Very High Risk
-47.0_59.0,-47.0,59.0,6.753333333333333,34509121.35,979,6,9.493877065302481,1,Extreme Danger Zone
